10611,2013/11/26,1070,1
10638,2013/11/26,860,1
10663,2013/11/26,1030,1
10687,2013/11/26,630,1
10705,2013/11/26,850,1
10730,2013/11/26,720,1
10753,2013/11/26,410,1
10776,2013/11/26,850,1
10803,2013/11/26,440,1
10829,2013/11/26,1030,0
10854,2013/11/26,400,1
10872,2013/11/26,850,0
10898,2013/11/26,410,1
10923,2013/11/26,410,1
10949,2013/11/26,440,1
10976,2013/11/26,440,1
11002,2013/11/26,1030,0
11027,2013/11/26,630,0
11045,2013/11/26,850,0
11071,2013/11/26,410,1
11096,2013/11/26,410,1
11122,2013/11/26,860,0
11149,2013/11/26,850,0
11175,2013/11/26,1030,0
11200,2013/11/26,400,0
11218,2013/11/26,850,0
11244,2013/11/26,720,0
11269,2013/11/26,800,0
11294,2013/11/26,860,0
11321,2013/11/26,850,0
11346,2013/11/26,1030,0
11371,2013/11/26,630,0
11389,2013/11/26,860,0
11415,2013/11/26,720,0
11440,2013/11/26,1070,0
11465,2013/11/26,440,0
11492,2013/11/26,440,0
11517,2013/11/26,780,0
11543,2013/11/26,410,0
11566,2013/11/26,780,0
11592,2013/11/26,410,0
11619,2013/11/26,410,0
11645,2013/11/26,920,1
11672,2013/11/26,920,1
11697,2013/11/26,1130,0
11723,2013/11/26,410,1
11746,2013/11/26,780,1
11772,2013/11/26,410,0
11799,2013/11/26,410,0
11825,2013/11/26,920,0
11852,2013/11/26,920,1
11877,2013/11/26,1130,1
11902,2013/11/26,410,1
11922,2013/11/26,920,1
11948,2013/11/26,780,0
11972,2013/11/26,920,0
11996,2013/11/26,920,1
12023,2013/11/26,920,1
12048,2013/11/26,1130,1
12071,2013/11/26,480,0
12090,2013/11/26,780,0
12111,2013/11/26,780,0
12132,2013/11/26,780,0
12153,2013/11/26,920,0
12174,2013/11/26,520,0
12194,2013/11/26,520,0
12214,2013/11/26,480,0
12232,2013/11/26,520,0
12253,2013/11/26,480,0
12274,2013/11/26,870,0
12294,2013/11/26,730,0
12315,2013/11/26,920,0
12335,2013/11/26,1130,0
12355,2013/11/26,730,0
12374,2013/11/26,960,0
12395,2013/11/26,870,0
12416,2013/11/26,480,0
12437,2013/11/26,1070,0
12458,2013/11/26,1070,0
12480,2013/11/26,1130,0
12504,2013/11/26,480,0
12525,2013/11/26,520,0
12551,2013/11/26,870,0
12578,2013/11/26,870,0
12604,2013/11/26,1070,0
12631,2013/11/26,1070,0
12656,2013/11/26,1130,0
12682,2013/11/26,730,0
12705,2013/11/26,440,0
10638,2013/11/27,1070,1
10663,2013/11/27,1030,1
10687,2013/11/27,630,1
10705,2013/11/27,850,1
10730,2013/11/27,720,1
10753,2013/11/27,720,1
10776,2013/11/27,850,1
10803,2013/11/27,850,1
10829,2013/11/27,1030,0
10854,2013/11/27,400,1
10872,2013/11/27,720,1
10898,2013/11/27,410,1
10923,2013/11/27,410,1
10976,2013/11/27,440,1
11002,2013/11/27,1030,0
11027,2013/11/27,720,0
11045,2013/11/27,850,0
11071,2013/11/27,410,1
11096,2013/11/27,410,1
11122,2013/11/27,860,0
11149,2013/11/27,850,0
11175,2013/11/27,1030,0
11200,2013/11/27,400,0
11218,2013/11/27,850,0
11244,2013/11/27,720,0
11269,2013/11/27,800,0
11294,2013/11/27,860,0
11321,2013/11/27,850,0
11346,2013/11/27,1030,0
11371,2013/11/27,630,0
11389,2013/11/27,860,0
11415,2013/11/27,720,0
11440,2013/11/27,1070,0
11465,2013/11/27,440,0
11492,2013/11/27,440,0
11517,2013/11/27,780,0
11543,2013/11/27,410,0
11566,2013/11/27,780,0
11592,2013/11/27,410,0
11619,2013/11/27,960,0
11645,2013/11/27,920,1
11672,2013/11/27,1130,0
11697,2013/11/27,1130,0
11723,2013/11/27,410,1
11746,2013/11/27,780,1
11772,2013/11/27,410,0
11799,2013/11/27,960,0
11825,2013/11/27,1070,0
11852,2013/11/27,920,1
11877,2013/11/27,1130,1
11902,2013/11/27,410,1
11922,2013/11/27,960,0
11948,2013/11/27,780,0
11972,2013/11/27,960,0
11996,2013/11/27,960,0
12023,2013/11/27,920,1
12048,2013/11/27,1130,1
12090,2013/11/27,780,0
12111,2013/11/27,780,0
12132,2013/11/27,780,0
12153,2013/11/27,920,0
12174,2013/11/27,520,0
12194,2013/11/27,520,0
12214,2013/11/27,480,0
12232,2013/11/27,520,0
12253,2013/11/27,480,0
12274,2013/11/27,870,0
12294,2013/11/27,730,0
12315,2013/11/27,920,0
12335,2013/11/27,1130,0
12355,2013/11/27,730,0
12374,2013/11/27,960,0
12395,2013/11/27,870,0
12416,2013/11/27,480,0
12437,2013/11/27,1070,0
12458,2013/11/27,1070,0
12480,2013/11/27,1130,0
12504,2013/11/27,480,0
12525,2013/11/27,520,0
12551,2013/11/27,870,0
12578,2013/11/27,870,0
12604,2013/11/27,1070,0
12631,2013/11/27,1070,0
12656,2013/11/27,1130,0
12682,2013/11/27,730,0
12705,2013/11/27,520,0
27235,2013/11/27,870,0
10687,2013/11/29,1020,1
10705,2013/11/29,1070,1
10730,2013/11/29,1070,1
10753,2013/11/29,850,1
10776,2013/11/29,850,1
10803,2013/11/29,850,1
10829,2013/11/29,1030,0
10854,2013/11/29,400,1
10872,2013/11/29,720,1
10898,2013/11/29,410,1
10923,2013/11/29,410,1
10949,2013/11/29,850,0
10976,2013/11/29,440,1
11002,2013/11/29,1030,0
11027,2013/11/29,720,0
11045,2013/11/29,440,1
11071,2013/11/29,410,1
11122,2013/11/29,860,0
11149,2013/11/29,850,0
11175,2013/11/29,1030,0
11200,2013/11/29,400,0
11218,2013/11/29,850,0
11244,2013/11/29,720,0
11269,2013/11/29,800,0
11294,2013/11/29,860,0
11321,2013/11/29,850,0
11346,2013/11/29,1030,0
11371,2013/11/29,630,0
11389,2013/11/29,860,0
11415,2013/11/29,410,1
11440,2013/11/29,410,0
11465,2013/11/29,440,0
11492,2013/11/29,440,0
11517,2013/11/29,780,0
11543,2013/11/29,410,0
11566,2013/11/29,780,0
11592,2013/11/29,870,0
11619,2013/11/29,1070,0
11645,2013/11/29,1130,0
11672,2013/11/29,1130,0
11697,2013/11/29,1130,0
11723,2013/11/29,1130,0
11746,2013/11/29,870,0
11772,2013/11/29,410,0
11799,2013/11/29,960,0
11825,2013/11/29,1020,0
11852,2013/11/29,1070,0
11877,2013/11/29,1130,1
11902,2013/11/29,730,0
11922,2013/11/29,960,0
11948,2013/11/29,870,0
11972,2013/11/29,960,0
11996,2013/11/29,960,0
12023,2013/11/29,1130,0
12048,2013/11/29,1130,1
12071,2013/11/29,410,1
12090,2013/11/29,780,0
12132,2013/11/29,780,0
12174,2013/11/29,440,0
12194,2013/11/29,440,0
12214,2013/11/29,410,0
12232,2013/11/29,440,0
12253,2013/11/29,410,0
12274,2013/11/29,870,0
12294,2013/11/29,440,1
12315,2013/11/29,440,1
12335,2013/11/29,1130,0
12355,2013/11/29,870,0
12374,2013/11/29,960,0
12395,2013/11/29,870,0
12416,2013/11/29,410,0
12437,2013/11/29,1070,0
12458,2013/11/29,1070,0
12480,2013/11/29,1130,0
12504,2013/11/29,410,0
12525,2013/11/29,440,0
12551,2013/11/29,870,0
12578,2013/11/29,870,0
12604,2013/11/29,1070,0
12631,2013/11/29,1070,0
12656,2013/11/29,1130,0
12682,2013/11/29,730,0
12705,2013/11/29,440,0
27235,2013/11/29,870,0
77901,2013/11/29,870,0
77928,2013/11/29,1070,0
10687,2013/11/30,1020,1
10705,2013/11/30,1070,1
10753,2013/11/30,850,1
10776,2013/11/30,850,1
10803,2013/11/30,850,1
10829,2013/11/30,1030,0
10854,2013/11/30,400,1
10872,2013/11/30,720,1
10898,2013/11/30,720,0
10923,2013/11/30,410,1
10949,2013/11/30,850,0
10976,2013/11/30,440,1
11002,2013/11/30,1030,0
11027,2013/11/30,720,0
11045,2013/11/30,440,1
11071,2013/11/30,410,1
11096,2013/11/30,410,1
11122,2013/11/30,860,0
11149,2013/11/30,850,0
11175,2013/11/30,1030,0
11200,2013/11/30,400,0
11218,2013/11/30,850,0
11244,2013/11/30,720,0
11269,2013/11/30,800,0
11294,2013/11/30,860,0
11321,2013/11/30,850,0
11346,2013/11/30,1030,0
11371,2013/11/30,630,0
11389,2013/11/30,860,0
11415,2013/11/30,410,1
11440,2013/11/30,410,0
11465,2013/11/30,1070,0
11492,2013/11/30,440,0
11517,2013/11/30,780,0
11543,2013/11/30,410,0
11566,2013/11/30,780,0
11592,2013/11/30,870,0
11619,2013/11/30,1070,0
11645,2013/11/30,1130,0
11672,2013/11/30,1130,0
11723,2013/11/30,1130,0
11746,2013/11/30,870,0
11772,2013/11/30,410,0
11825,2013/11/30,1020,0
11852,2013/11/30,1070,0
11877,2013/11/30,1130,1
11902,2013/11/30,730,0
11922,2013/11/30,960,0
11948,2013/11/30,870,0
11972,2013/11/30,960,0
11996,2013/11/30,960,0
12048,2013/11/30,1130,1
12071,2013/11/30,410,1
12090,2013/11/30,780,0
12111,2013/11/30,780,0
12153,2013/11/30,440,0
12174,2013/11/30,440,0
12194,2013/11/30,440,0
12214,2013/11/30,410,0
12232,2013/11/30,440,0
12253,2013/11/30,410,0
12274,2013/11/30,870,0
12294,2013/11/30,440,1
12315,2013/11/30,440,1
12335,2013/11/30,1130,0
12355,2013/11/30,870,0
12374,2013/11/30,960,0
12395,2013/11/30,870,0
12437,2013/11/30,1070,0
12458,2013/11/30,1070,0
12480,2013/11/30,1130,0
